Run,Event,Type1,E1,px1 ,py1,pz1,pt1,eta1,phi1,Q1,Type2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
146644,605108133,G,28.2272,-9.18506,0.757034,26.6801,9.2162,1.78468,3.05936,1,T,3.12267,-0.187308,0.653995,3.04583,0.68029,2.2044,1.84974,-1,3.05837
146644,605201637,G,8.49968,0.489441,-3.0858,7.90391,3.12438,1.65823,-1.4135,-1,G,11.3684,4.78549,2.09458,10.0966,5.22381,1.41317,0.412573,1,6.47421
146644,605219301,G,75.4738,21.7918,-5.2403,72.069,22.413,1.88448,-0.23599,-1,T,13.0494,4.59923,0.265082,12.2087,4.60686,1.70158,0.0575724,1,3.51951
146644,605268509,G,17.5171,3.8877,-2.90117,-16.8317,4.85088,-1.9574,-0.641092,1,G,11.6239,5.52964,-1.82478,-10.0597,5.82295,-1.31473,-0.318748,1,3.87684
146644,604520798,G,11.326,-2.41104,3.8808,-10.3631,4.56878,-1.55754,2.12671,1,T,5.99504,1.04473,0.18911,-5.89933,1.06171,-2.41611,0.179074,-1,4.13781
146644,604559262,G,6.42377,-4.55238,0.554543,4.49688,4.58603,0.86756,3.02038,1,G,5.17162,-0.886721,-4.16925,2.92669,4.2625,0.641666,-1.78035,-1,6.05752
146644,604611350,G,6.66637,3.61297,2.26619,5.12252,4.26487,1.01667,0.560207,1,G,6.1797,0.244438,4.65048,4.06089,4.6569,0.787921,1.51828,1,4.23871
146644,604873862,G,42.7843,-7.14159,-11.8782,40.4771,13.8598,1.79299,-2.11212,-1,T,7.20492,-1.64238,-1.20895,6.90946,2.03935,1.93451,-2.50705,-1,2.23808
146644,604943974,G,6.92345,-2.83994,1.78739,6.055,3.3556,1.3526,2.57985,-1,G,25.2107,-0.700364,13.8638,21.0446,13.8815,1.20361,1.62127,1,6.38163
146644,605013766,G,6.71349,2.1668,-6.11472,1.72481,6.48728,0.262838,-1.23024,-1,T,5.40207,-1.64547,1.14158,5.01602,2.00269,1.64895,2.53506,1,8.73752
146644,605042958,G,9.12102,1.45165,1.86061,-8.80981,2.3599,-2.02787,0.908246,1,G,7.996,-0.680451,-1.37711,7.84636,1.53605,2.33343,-2.02973,1,17.0656
146644,605202070,G,4.48501,1.54042,-4.20186,-0.275007,4.47532,-0.0614109,-1.21941,1,G,5.08015,-2.129,4.53701,0.824456,5.01169,0.163773,2.00954,1,9.52532
146644,605312622,G,7.98483,0.812199,1.43449,7.8121,1.64846,2.25993,1.05561,1,G,21.5411,-11.3715,-3.89534,17.8752,12.0202,1.18758,-2.81157,-1,9.71537
146644,605402087,G,5.75202,-2.29628,5.23478,0.631469,5.71627,0.110245,1.98418,-1,T,4.07471,-1.08676,-0.682821,-3.86585,1.28347,-1.82224,-2.58062,-1,7.34425
146644,605494583,G,8.21318,4.96212,0.617944,-6.51464,5.00045,-1.08016,0.123894,-1,G,13.5568,-2.18403,2.71349,-13.1013,3.48325,-2.03511,2.2485,-1,8.38646
146644,605532495,G,12.0391,0.25726,-8.18521,-8.82416,8.18926,-0.935146,-1.53938,-1,T,7.61099,3.68625,-3.53243,-5.64354,5.10554,-0.953959,-0.764092,1,4.89479
146644,605547743,G,36.6684,-6.42924,8.38939,-35.1119,10.5696,-1.91562,2.22468,1,T,3.86559,-1.15173,0.0521343,-3.68815,1.15291,-1.87956,3.09636,1,2.97198
146644,605612639,G,7.20996,-4.63373,1.88259,-5.19199,5.00156,-0.908041,2.75569,1,G,7.93112,-5.27999,-5.79391,1.20165,7.83885,0.1527,-2.30982,-1,9.98746
146644,605645711,G,5.85442,3.36577,-0.698268,4.73784,3.43744,1.12531,-0.20456,-1,G,8.88345,6.34455,2.24329,5.79817,6.72946,0.780059,0.339859,1,3.08543
146644,605686407,G,6.94306,-2.61687,-5.7653,2.8475,6.3314,0.435814,-1.99689,1,G,9.2101,-0.228607,-7.58109,5.22393,7.58454,0.643435,-1.60094,-1,3.09088
146644,605717039,G,37.1271,-6.11321,8.614,-35.5927,10.5628,-1.92927,2.18799,-1,T,3.31091,-1.28638,-0.278142,-3.03625,1.31611,-1.57306,-2.92865,1,4.33575
146644,605779487,G,9.6343,1.58218,-1.23716,9.42203,2.00845,2.25,-0.663627,1,T,3.09425,1.51474,0.331983,2.67555,1.55069,1.31362,0.215758,1,2.2922
146644,605786111,G,8.47635,-0.205407,-7.95183,-2.92635,7.95448,-0.360057,-1.59662,-1,T,5.6621,-1.26892,2.10628,-5.09918,2.45898,-1.47612,2.11301,1,9.95703
146644,605843503,G,6.83598,-3.08751,1.35146,-5.94646,3.37033,-1.333,2.729,1,G,7.97902,4.53747,-1.66391,-6.34794,4.83293,-1.08664,-0.351479,-1,8.13216
146644,605852967,G,12.0018,9.87046,0.419962,-6.81386,9.87939,-0.644212,0.0425217,1,T,2.80857,-0.202796,0.909868,2.64725,0.932194,1.76653,1.7901,1,10.3321
146644,605922959,G,4.16736,3.43055,-2.29601,0.561574,4.128,0.135624,-0.589811,1,G,4.33337,1.96802,-3.34449,-1.92567,3.88056,-0.477841,-1.03892,-1,3.07275
146644,606121647,G,9.16334,4.9454,0.687382,7.68285,4.99294,1.21606,0.138109,1,T,12.4162,8.9835,2.34107,8.24425,9.28353,0.79996,0.254927,1,2.96976
146644,606153407,G,4.8332,2.01818,0.949365,-4.28653,2.23032,-1.40817,0.439694,-1,G,9.28583,-4.18758,4.20699,7.14009,5.93588,1.01781,2.35388,1,12.6456
146644,606192863,G,9.10755,2.8656,-3.16316,-8.04482,4.26816,-1.39092,-0.834715,-1,G,9.42455,3.28358,0.857503,8.79169,3.3937,1.68036,0.255444,-1,17.3134
146644,605421856,G,32.7331,7.10104,7.13176,-31.1473,10.0641,-1.84803,0.787556,-1,T,2.90258,-0.585183,1.30042,-2.52592,1.42602,-1.33642,1.99365,1,4.73856
146644,605502936,G,12.8419,-12.4291,1.20676,-2.9937,12.4876,-0.237495,3.04481,-1,G,5.7025,-5.65055,-0.693964,0.311462,5.693,0.0546823,-3.01939,1,3.09198
146644,605541512,G,8.87266,2.70489,-8.08893,-2.44246,8.5292,-0.282589,-1.24809,-1,G,5.81484,1.55289,-4.13865,-3.77641,4.4204,-0.774522,-1.21184,1,3.06686
146644,605554472,G,22.3743,-4.877,6.82591,-20.7417,8.38917,-1.63695,2.19118,1,T,7.10968,0.289245,1.90646,-6.84237,1.92827,-1.97895,1.42023,-1,3.33459
146644,605581984,G,32.0175,-1.80497,8.78444,30.7357,8.96796,1.94555,1.77345,-1,T,3.77429,-0.941204,0.234373,3.646,0.969946,2.03453,2.89754,1,3.17314
146644,605829648,G,11.7711,1.33248,-2.68829,-11.3818,3.00041,-2.04335,-1.11063,-1,G,7.226,-0.920426,-3.08722,-6.46728,3.2215,-1.447,-1.86055,1,2.96207
146644,605903616,G,6.485,2.68,-2.1352,-5.50478,3.42659,-1.25242,-0.672735,1,G,9.3897,-0.70318,-4.11619,8.40939,4.17582,1.4498,-1.74,1,14.1627
146644,605953080,G,6.64949,4.59732,0.424932,-4.78422,4.61691,-0.906766,0.0921687,-1,G,6.95341,-4.19056,2.28356,5.05601,4.77236,0.922783,2.64265,1,13.3215
146644,605999736,G,7.95154,-3.06014,1.0058,7.26909,3.22119,1.55285,2.82404,-1,G,7.57165,3.82569,-4.67137,4.5674,6.03801,0.698292,-0.884597,-1,9.31903
146644,606092256,G,28.0169,-5.4805,-7.38059,26.4655,9.19288,1.77945,-2.20952,1,T,4.33246,-1.23745,-0.0948674,4.14955,1.24108,1.92182,-3.06508,-1,2.86043
146644,605412777,G,34.8321,-10.7055,1.99748,33.0857,10.8902,1.83043,2.95713,-1,T,8.89631,-1.69624,0.982559,8.67701,1.96027,2.19327,2.61656,-1,2.31568
146644,605528817,G,15.518,-3.42613,0.867061,-15.1099,3.53415,-2.15943,2.89372,1,G,23.9261,-4.04759,9.11417,-21.7484,9.97251,-1.5217,1.98873,-1,6.46693
146644,605533985,G,7.93119,3.41522,4.16521,-5.82064,5.38635,-0.937253,0.884015,-1,T,3.0581,-1.05584,-0.304868,2.85186,1.09898,1.68195,-2.86049,-1,9.56462
146644,605947753,G,8.12868,3.25737,1.22917,7.34459,3.48157,1.49159,0.360831,-1,T,5.0532,0.337168,-1.17159,4.9028,1.21914,2.09992,-1.29058,1,3.29236
146644,605990377,G,23.3055,-4.24853,1.39198,-22.8724,4.47075,-2.33494,2.82498,-1,G,4.22595,-1.06557,-4.06592,-0.424676,4.20323,-0.100864,-1.8271,-1,13.4103
146644,606017401,G,24.8447,-10.3993,1.46062,-22.516,10.5014,-1.50628,3.00205,-1,T,3.41383,1.05874,0.186834,3.2384,1.0751,1.82229,0.174669,1,18.3565
146644,606101201,G,21.6575,1.296,3.77345,21.2865,3.9898,2.37615,1.23997,-1,G,7.07168,-2.64415,-5.68428,-3.27031,6.26918,-0.50049,-2.00619,-1,22.2556
146644,606098161,G,30.7092,-2.73809,28.7435,10.4577,28.8736,0.354703,1.66577,-1,G,30.6653,2.73876,-28.6975,-10.4547,28.8279,-0.355146,-1.47565,1,61.3745
146644,606135897,G,6.47518,-2.60189,2.7808,-5.23586,3.80824,-1.12329,2.32297,-1,G,12.4933,2.51856,2.14599,12.0466,3.30884,2.00369,0.705696,1,17.004
146644,606223185,G,5.13248,3.48187,-3.63863,-0.983903,5.03618,-0.194145,-0.807409,1,G,5.3953,3.3969,2.7446,3.16643,4.36713,0.673076,0.679582,-1,7.61273
146644,605407282,G,8.6592,0.993643,-6.69611,-5.39865,6.76943,-0.730719,-1.42348,-1,T,3.58187,0.0326834,1.06447,3.41825,1.06497,1.88276,1.5401,-1,10.6373
146644,605599626,G,17.4746,4.43498,-15.9585,5.56864,16.5633,0.330173,-1.29973,-1,T,13.3701,2.2215,-11.4883,6.4677,11.7012,0.52788,-1.37978,-1,2.98115
146644,605660274,G,19.7291,3.78475,0.547966,19.3546,3.82422,2.32435,0.143783,-1,G,9.54959,1.11439,-3.08998,8.96625,3.28479,1.72929,-1.22467,1,4.97053
146644,605678026,G,11.3145,-1.16745,4.18824,-10.4452,4.34791,-1.61034,1.84264,1,G,9.99633,2.29062,3.99587,8.87139,4.60585,1.4101,1.05028,-1,19.5814
146644,605691586,G,6.55736,1.67442,-0.186783,6.33634,1.6848,2.03502,-0.111092,-1,G,11.9167,-5.11902,2.46893,10.4736,5.68331,1.37108,2.6922,1,6.45311
146644,605763378,G,16.9017,-0.376152,6.94505,-15.404,6.95523,-1.53574,1.6249,-1,G,7.95147,3.6613,-1.85683,-6.80894,4.10523,-1.27964,-0.469352,1,9.35874
146644,605848090,G,4.88645,-1.29651,-3.5025,-3.14925,3.73476,-0.766068,-1.92532,-1,G,8.85187,-5.14796,-3.36588,6.36504,6.15066,0.905806,-2.56253,1,9.4707
146644,605836706,G,7.50842,2.546,3.4406,-6.16809,4.28017,-1.16163,0.933734,-1,T,3.19488,-1.1724,-0.797167,2.86114,1.41774,1.4517,-2.54445,1,9.73397
146644,605921290,G,9.51099,-2.80956,4.92109,7.63787,5.66664,1.1073,2.08956,-1,G,8.08137,2.88269,5.91807,4.68656,6.58281,0.66242,1.11752,1,6.33299
146644,605926170,G,7.95536,0.726212,3.8233,-6.93769,3.89166,-1.34201,1.38309,-1,G,8.73297,2.65158,-1.61635,8.16151,3.10539,1.69381,-0.547433,1,16.1469
146644,605920474,G,19.1659,8.02306,-2.50674,17.224,8.40555,1.46539,-0.302832,-1,G,22.2708,7.70923,-11.4497,17.477,13.8032,1.05765,-0.978207,1,8.39904
146644,605960354,G,61.7469,9.10752,6.29541,60.7461,11.0715,2.40367,0.604817,1,T,5.22901,1.87319,-0.225244,4.87564,1.88668,1.67807,-0.119672,-1,4.70497
146644,605986114,G,7.44436,-6.96992,2.41979,0.985997,7.37802,0.133245,2.80744,-1,T,6.43719,1.96405,-0.992087,-6.04851,2.20039,-1.73588,-0.467738,-1,11.8309
146644,606037522,G,35.5351,-8.76993,-2.61038,34.3366,9.15018,2.03288,-2.85229,-1,T,6.64977,-0.784367,-1.19545,6.49338,1.4298,2.2183,-2.15147,1,2.58885
146644,606205666,G,17.4581,-9.10572,0.997307,-14.8616,9.16017,-1.2608,3.0325,-1,T,18.5529,-11.2587,-4.26465,-14.1157,12.0393,-0.99823,-2.77951,1,5.63256
146644,606206394,G,11.9917,1.74989,1.43513,-11.7757,2.26312,-2.35155,0.686891,1,G,10.141,9.01043,3.23774,-3.34047,9.57449,-0.342176,0.344965,-1,11.1238
146644,605493195,G,38.136,0.511269,7.14902,37.4563,7.16728,2.35583,1.4994,-1,G,5.89885,3.50984,-3.89998,-2.69377,5.24679,-0.493176,-0.838002,1,26.5313
146644,605519891,G,17.4261,-6.12567,11.8404,11.2223,13.3311,0.764984,2.04823,1,T,6.06111,-1.30717,0.737982,5.87134,1.5011,2.07299,2.62764,1,6.782
146644,605526211,G,10.1294,1.6996,-2.88336,9.55982,3.34699,1.77198,-1.03817,1,G,8.82586,-3.75927,0.250219,7.9806,3.76759,1.49529,3.07513,1,6.36067
146644,605568203,G,152.241,-27.4586,10.4423,-149.38,29.3772,-2.32895,2.77819,-1,T,4.03582,-0.834995,-0.502435,-3.91497,0.974504,-2.09892,-2.59991,1,4.88458
146644,605611811,G,6.60219,-1.02392,-6.12336,2.2436,6.20838,0.353946,-1.73648,-1,G,4.74154,-2.89982,-3.73548,0.329031,4.72893,0.0695224,-2.23091,1,3.07721
146644,605620763,G,19.1147,18.9251,0.0598966,2.68307,18.9252,0.141302,0.00316492,1,T,10.3119,10.0802,1.53081,1.54017,10.1957,0.150491,0.150712,1,2.06359
146644,605723995,G,4.34374,-2.97182,-2.60822,-1.79512,3.95405,-0.43969,-2.42126,1,G,8.44296,5.99361,1.49552,5.75433,6.17738,0.832111,0.244526,-1,11.7241
146644,605737603,G,29.2308,-6.7812,6.6037,27.6556,9.46538,1.79341,2.36945,-1,T,7.43357,-2.17502,-0.0818431,7.10699,2.17656,1.89914,-3.10398,1,3.61746
146644,606044963,G,31.7806,-3.83387,-16.0121,-27.1829,16.4647,-1.2757,-1.80581,-1,T,5.71259,-2.9543,-1.6235,-4.61074,3.371,-1.1191,-2.6391,-1,6.14906
146644,606123203,G,15.9541,2.23621,-1.74547,15.6995,2.83677,2.41218,-0.662768,-1,G,12.8916,-5.86843,2.13827,11.277,6.24585,1.35312,2.79217,1,9.53901
146644,606161915,G,7.6947,-2.11056,2.98514,6.76991,3.65589,1.37532,2.18622,-1,G,10.035,2.31349,-5.54774,8.035,6.0108,1.10067,-1.17571,1,9.41011
146644,606219075,G,24.7816,-9.61844,9.86426,20.5985,13.7774,1.19204,2.34358,-1,G,4.38857,3.36874,-1.84034,-2.1244,3.83866,-0.528477,-0.499998,-1,20.1535
146644,606230299,G,17.0077,4.42373,-7.98752,-14.3486,9.13071,-1.23376,-1.06502,-1,G,5.33459,-1.45757,0.505151,5.10558,1.54262,1.91208,2.80798,1,18.6805
146644,605430948,G,9.01455,4.54644,5.50261,-5.50474,7.13784,-0.710025,0.880263,1,T,4.76052,-0.494883,0.947745,4.6377,1.06917,2.17351,2.05202,1,11.4446
146644,605507348,G,5.88199,-2.6585,-5.09988,1.22889,5.75121,0.212081,-2.05133,1,T,3.58644,0.588552,1.0667,3.37152,1.21829,1.74221,1.06661,1,6.92359
146644,605551940,G,6.68346,4.36071,-0.595715,5.02859,4.40122,0.978666,-0.135769,-1,G,4.0717,3.30348,-1.95696,1.35087,3.83962,0.344943,-0.534808,1,3.11765
146644,605586876,G,20.134,-0.705664,-6.25685,-19.1239,6.29651,-1.83015,-1.6831,1,T,6.20869,-1.32376,-0.391256,-6.05238,1.38037,-2.18401,-2.85421,-1,3.43226
146644,605726524,G,31.8187,-3.55126,-5.77965,-31.087,6.7835,-2.22714,-2.12177,1,T,3.87878,0.201306,-1.03998,-3.72984,1.05929,-1.97149,-1.3796,1,2.08976
146644,605765740,G,21.2689,-14.8935,-1.15314,-15.1396,14.9381,-0.890877,-3.06432,1,T,6.55793,1.03306,-0.754299,6.4311,1.27913,2.31786,-0.630682,1,22.4219
146644,605810860,G,13.4575,-2.64947,-4.18723,-12.5116,4.95506,-1.65648,-2.13495,1,G,10.2801,0.196285,-4.70475,-9.13767,4.70885,-1.41672,-1.5291,-1,3.11428
146644,605824708,G,7.29082,0.181726,-3.48478,-6.40064,3.48951,-1.36695,-1.51869,-1,G,19.6756,2.83066,3.32579,19.1845,4.36732,2.18581,0.865651,1,23.5512
146644,605912748,G,4.77908,4.20309,-0.0593545,-2.27134,4.20351,-0.517002,-0.0141207,1,T,9.62266,-2.47768,2.27791,-9.01425,3.36568,-1.71148,2.39818,-1,8.49392
146644,606015380,G,25.9908,2.71542,-4.00214,25.5367,4.83638,2.36594,-0.974651,1,G,8.31103,0.674155,-2.93028,7.74732,3.00683,1.6753,-1.34467,-1,3.04068
146644,606187540,G,33.2697,4.1771,5.06168,32.6158,6.56268,2.30652,0.880854,-1,T,6.03746,1.51781,0.382156,5.83009,1.56518,2.02573,0.246654,-1,2.21265
146644,605434989,G,13.4468,0.929419,4.17802,12.747,4.28015,1.81152,1.35191,-1,G,11.3516,3.22815,3.50971,10.3009,4.76855,1.51306,0.827161,1,2.71457
146644,605472965,G,10.3945,9.14125,-0.803656,-4.8811,9.17651,-0.509571,-0.0876898,-1,T,6.33118,0.676357,1.03049,6.20913,1.23263,2.31973,0.989974,1,13.4739
146644,605486117,G,7.47938,1.69762,2.72527,6.75433,3.21076,1.48905,1.0137,1,G,7.69674,0.291329,-7.15139,-2.82867,7.15733,-0.385587,-1.53008,1,13.8332
146644,605562645,G,24.9398,1.50821,9.43908,23.035,9.55881,1.61321,1.41235,-1,T,3.13233,-1.21828,0.569289,2.82702,1.34473,1.48847,2.70446,1,4.35301
146644,605650869,G,40.0866,7.54813,-6.84645,-38.7695,10.1906,-2.04616,-0.736691,1,G,11.8976,-8.02418,4.65228,7.45056,9.2753,0.735219,2.61617,-1,41.4299
146644,605685357,G,12.4468,-2.95918,-0.0644644,12.0893,2.95988,2.11498,-3.11981,1,G,23.4581,-0.333028,5.01763,22.9125,5.02867,2.2215,1.63707,-1,5.35377
146644,605729093,G,16.3419,8.15881,4.72607,13.3471,9.42878,1.147,0.52503,-1,T,5.51579,0.36827,3.90676,3.87485,3.92408,0.872474,1.47681,1,5.8247
146644,605792477,G,19.1003,-8.85004,-5.55536,-15.9883,10.4492,-1.21135,-2.58104,-1,T,5.72609,-3.13578,0.0828471,-4.78926,3.13687,-1.20952,3.11518,-1,3.32196
146644,605797869,G,24.5111,-9.24507,1.35447,-22.66,9.34376,-1.61907,2.99612,1,G,20.707,-8.63964,-1.53213,-18.7557,8.77444,-1.50351,-2.96608,-1,3.08479
146644,605827141,G,6.87954,-2.7761,-0.693395,-6.25535,2.86138,-1.52391,-2.89683,-1,T,3.21463,0.316856,-0.885241,-3.07224,0.940239,-1.89981,-1.22707,1,2.51962
146644,605863485,G,24.512,4.37419,-2.63661,-23.9738,5.10737,-2.25058,-0.542451,1,G,7.12956,6.14489,0.685902,-3.54814,6.18305,-0.546273,0.111162,-1,11.37
146644,605958549,G,27.5263,-6.46574,26.7543,-0.295524,27.5245,-0.0107366,1.80792,1,G,25.6564,5.93759,-24.955,0.480867,25.6517,0.0187449,-1.33721,-1,53.1493
146644,605988533,G,9.04166,0.529218,5.11284,-7.43769,5.14015,-1.16499,1.46766,1,G,6.1197,3.01008,-4.19717,-3.28066,5.16496,-0.598753,-0.948641,-1,10.0806
146644,606061573,G,7.65098,-4.41494,0.754959,6.202,4.47902,1.12904,2.97223,-1,G,8.63353,3.68721,3.87435,6.77647,5.34847,1.05816,0.810142,1,8.64782
146644,606097885,G,51.0339,-9.06141,-13.8568,-48.2735,16.5566,-1.79144,-2.14993,-1,T,3.4545,0.334946,-0.786189,-3.34546,0.854565,-2.07384,-1.16805,1,3.72872
146644,606138933,G,25.6872,-5.66746,-8.27599,23.6476,10.0306,1.59299,-2.17125,1,T,3.69707,1.03178,0.331098,-3.53312,1.0836,-1.89777,0.310519,-1,19.3451
146644,606201581,G,68.1819,13.2343,-5.4359,66.6638,14.3072,2.24337,-0.389732,1,T,5.63543,1.05706,0.246239,5.52892,1.08536,2.33073,0.228866,1,2.45602
146644,605377726,G,29.7726,0.147527,10.6623,-27.7973,10.6634,-1.68618,1.55696,1,T,7.72911,1.60808,2.01504,-7.28571,2.57805,-1.76196,0.897252,-1,3.4297
146644,605452406,G,47.1307,-10.0099,-1.93934,46.0145,10.1961,2.21215,-2.95022,1,T,4.27809,4.07637,0.14519,1.28567,4.07896,0.310198,0.0356024,1,19.1607
146644,605526422,G,11.0593,-1.31138,5.99086,-9.20253,6.13271,-1.19508,1.78629,-1,G,5.66764,0.263,-4.53129,3.39251,4.53892,0.691088,-1.51282,1,15.5822
146644,605581286,G,8.29816,6.66055,-4.92171,0.511997,8.28168,0.0617835,-0.636382,-1,T,3.89193,0.14338,1.41362,3.62175,1.42088,1.66526,1.46971,1,8.53875
146644,605702206,G,28.6026,-4.21421,-7.86878,-27.1738,8.92621,-1.83236,-2.06249,-1,T,16.7906,-0.637375,-5.89616,-15.708,5.93051,-1.70108,-1.67848,1,2.94487
146644,605815758,G,9.09368,5.0548,5.00878,5.66083,7.1161,0.729147,0.780826,-1,T,10.8527,-0.364798,-2.15341,10.6302,2.18409,2.28603,-1.73861,1,10.115
146644,605856718,G,9.36557,2.29076,3.7047,-8.29038,4.35573,-1.39955,1.017,-1,G,7.05708,-2.87893,-6.44024,0.162192,7.05443,0.0229895,-1.99117,-1,13.9931
146644,605942174,G,7.51657,-1.12187,3.64957,-6.47377,3.81811,-1.29856,1.86903,1,G,18.0531,-3.1571,4.28079,-17.2514,5.31907,-1.8927,2.20625,-1,3.11835
146644,605955750,G,6.8797,0.500349,3.68262,-5.78854,3.71645,-1.22626,1.43576,1,G,14.9488,-4.7564,5.79911,-12.9307,7.50021,-1.31295,2.25773,1,4.24941
146644,605987726,G,79.9263,20.1971,-2.25779,-77.2992,20.3229,-2.04593,-0.111326,1,T,10.8403,2.07867,0.108937,-10.638,2.08153,-2.33392,0.0523591,1,2.18399
146644,606022830,G,8.41171,-3.64656,-0.194858,7.57696,3.65177,1.47663,-3.08821,1,G,6.53032,-4.68114,3.15181,3.28435,5.64331,0.55332,2.54901,-1,5.21556
147048,247316421,G,8.39171,5.9029,0.84951,-5.90285,5.96372,-0.874138,0.142933,-1,G,24.1881,-5.43479,-3.47227,23.3122,6.44931,1.99676,-2.57306,1,27.4091
147048,247314653,G,16.9549,-10.602,-11.7992,5.98624,15.8626,0.368953,-2.3028,1,T,5.4372,0.544755,1.37696,5.2306,1.4808,1.97455,1.19407,-1,12.877
147048,247318757,G,6.44054,0.771357,-1.64003,6.17938,1.81237,1.94057,-1.13116,-1,G,16.8449,-12.3234,-4.28046,10.656,13.0457,0.745751,-2.80729,1,9.50155
147048,247325749,G,12.7688,0.706727,-2.43535,-12.514,2.53582,-2.29959,-1.28836,1,T,11.5381,-0.685465,1.92552,11.3552,2.04389,2.41597,1.9128,1,24.2739
147048,247358517,G,21.7274,-1.94707,-5.07843,21.0354,5.43889,2.06209,-1.93691,-1,T,5.41237,0.641394,-0.971018,5.28473,1.16373,2.21825,-0.987049,1,2.34916
147048,247365885,G,33.0552,1.30354,-5.95118,32.4887,6.09227,2.3757,-1.35516,1,T,2.71359,-0.724099,-0.503684,2.56406,0.882053,1.78859,-2.53383,-1,2.95051
147048,247370877,G,8.69915,1.19037,4.79742,-7.15764,4.9429,-1.1656,1.32758,1,G,11.32,-2.88654,10.5706,2.83941,10.9576,0.256311,1.83737,-1,11.9611
147048,247376917,G,34.0591,-2.12509,11.0244,32.1552,11.2273,1.77454,1.76122,1,T,5.51688,-0.719929,0.891406,5.39554,1.14582,2.25369,2.25017,1,2.4735
147048,247583085,G,41.87,0.294234,15.9495,-38.7119,15.9523,-1.61967,1.55235,1,T,6.42088,-2.38219,0.78452,5.90984,2.50805,1.59252,2.82345,-1,31.1712
147048,247628021,G,6.20438,6.19767,0.0331138,-0.26639,6.19776,-0.0429684,0.00534289,1,T,4.44167,-1.8367,-0.146463,-4.04009,1.84253,-1.52663,-3.06202,-1,8.70412
147048,247684021,G,7.57365,-5.04624,0.129432,-5.64515,5.0479,-0.962611,3.11595,1,G,11.4006,-2.96471,-5.98481,-9.23875,6.67888,-1.12822,-2.03073,-1,6.32693
147048,247719237,G,60.3314,11.1013,1.53783,59.2812,11.2073,2.36769,0.137651,1,T,6.22897,1.23394,0.974021,6.02641,1.57205,2.05351,0.668217,1,2.5941
147048,247741805,G,26.1858,4.77971,-4.80912,-25.2925,6.78036,-2.02713,-0.788465,-1,T,3.28478,1.18008,0.691715,-2.98455,1.36786,-1.52215,0.530182,1,4.05585
147048,247806685,G,55.5282,-3.79205,-9.32977,54.6072,10.071,2.39205,-1.95685,-1,T,2.85944,0.922207,-0.728345,2.60467,1.17514,1.53646,-0.668481,1,5.14957
147048,247812589,G,12.7588,1.14655,9.27663,-8.68366,9.34722,-0.830275,1.44782,1,T,19.2376,-2.23975,2.44954,-18.9488,3.31914,-2.44277,2.31149,1,11.0236
147048,247821173,G,33.0406,0.934946,7.43865,32.1786,7.49717,2.16323,1.44576,-1,G,12.8513,-3.1434,-2.06279,12.2886,3.7598,1.90007,-2.56085,1,9.74479
147048,247834277,G,42.3254,-15.098,1.76519,-39.5014,15.2008,-1.68325,3.02521,1,G,6.03767,-4.14372,1.32576,-4.185,4.35064,-0.854195,2.83194,-1,7.1193
147048,247973325,G,15.6084,-0.37791,10.3709,-11.6581,10.3778,-0.965975,1.60722,1,T,4.31193,0.414577,-0.956739,-4.18262,1.0427,-2.09746,-1.1619,-1,7.56715
147048,247998477,G,21.1608,0.528499,-6.56289,20.1101,6.58413,1.83549,-1.49044,-1,T,3.79878,1.00818,-0.562757,3.61752,1.15461,1.85972,-0.50911,1,2.6159
147048,248106413,G,30.8719,-2.80697,-4.86425,-30.3566,5.61605,-2.38898,-2.09418,1,T,3.36736,-1.30431,0.244857,-3.09302,1.32709,-1.58244,2.95602,-1,3.89982
147048,248182541,G,29.9503,3.18889,7.07181,28.928,7.75754,2.0268,1.14717,-1,T,3.46311,0.332159,-0.778121,-3.35651,0.84605,-2.08674,-1.16734,1,20.2619
147048,248208101,G,85.6895,17.0934,0.822492,-83.9632,17.1132,-2.2939,0.0480803,1,T,13.5026,2.60028,1.39108,-13.1762,2.94899,-2.20239,0.491234,1,3.20431
147048,248268333,G,10.9281,-4.15392,-4.55434,-9.02309,6.16417,-1.17451,-2.31025,1,G,7.7977,2.39794,2.02253,7.13808,3.13699,1.56045,0.700676,-1,18.3742
147048,248292805,G,9.24671,-8.79422,2.65443,1.05173,9.1861,0.114242,2.84845,-1,T,3.63712,0.454937,0.781218,-3.5214,0.904029,-2.06898,1.04346,1,8.86265
147048,248458541,G,10.1173,-0.150382,4.49477,-9.06216,4.49729,-1.45034,1.60424,-1,G,7.14941,1.49329,-3.15634,-6.23783,3.49176,-1.34384,-1.12889,1,7.77524
147048,247369222,G,23.0441,4.99029,-2.35433,22.3735,5.51778,2.10792,-0.440819,1,T,3.09829,0.386993,-1.02678,2.89555,1.09729,1.69759,-1.21036,-1,2.1337
147048,247414254,G,24.1352,9.62256,5.57637,21.4197,11.1216,1.41003,0.525217,-1,T,3.702,1.49633,0.0693248,3.38376,1.49793,1.55379,0.0462968,-1,2.04703
147048,247547286,G,16.0532,-5.40222,-6.73591,-13.5329,8.6346,-1.23152,-2.24676,1,G,7.17962,-3.72991,-3.28833,-5.17789,4.97245,-0.910288,-2.41903,1,2.40665
